record_id,year,title,clinical_problem,topics,dataset_mentions
31035231,2019,Diffusion tensor tractography in children with sensory processing disorder: Potentials for devising machine learning classifiers.,"Can diffusion tensor imaging and machine learning identify children with sensory processing disorder based on white matter microstructure and connectivity, as an objective imaging biomarker?",,
31041454,2019,Automated semantic labeling of pediatric musculoskeletal radiographs using deep learning.,"knowing which body part a radiograph shows without trusting the metadata, which is what automated hanging protocols and the curation of large training sets both depend on",,
31059431,2019,Toward Automated 3D Spine Reconstruction from Biplanar Radiographs Using CNN for Statistical Spine Model Fitting.,"getting 3D spinal measurements from biplanar radiographs, which currently needs so much manual supervision that it stays out of routine practice",,
31068797,2019,Dilated Dense U-Net for Infant Hippocampus Subfield Segmentation.,"segmenting hippocampal subfields in infants, where existing methods are built for adults and fail because of poor tissue contrast and structures that change shape rapidly in early development",,
31077983,2019,A comparison of resting state functional magnetic resonance imaging to invasive electrocortical stimulation for sensorimotor mapping in pediatric patients.,"localizing sensorimotor brain function noninvasively before epilepsy surgery, as an alternative to invasive stimulation mapping",Epilepsy,
31091515,2019,Automatic evaluation of fetal head biometry from ultrasound images using machine learning.,"automating head circumference and biparietal diameter on fetal ultrasound, the biometry used to assign gestational age and flag central nervous system pathology",Fetal assessment / prenatal,
31112785,2019,Topological correction of infant white matter surfaces using anatomically constrained convolutional neural network.,Correcting topological errors (handles/holes) in reconstructed infant cortical surfaces from brain MRI to enable accurate early brain development studies.,Brain development / cognition,
31115936,2019,Deep residual network for off-resonance artifact correction with application to pediatric body MRA with 3D cones.,correcting off-resonance artifacts to enable faster pediatric body MR angiography,,
31120779,2019,Machine Learning Prediction of Liver Stiffness Using Clinical and T2-Weighted MRI Radiomic Data.,"estimating liver stiffness without MR elastography, which not every center has",Liver / biliary,
31135114,2019,Regression Algorithm of Bone Age Estimation of Knee-joint Based on Principal Component Analysis and Support Vector Machine.,forensic skeletal (bone) age estimation,Bone age / skeletal maturation,
31160039,2019,Automated data extraction and report analysis in computer-aided radiology audit: practice implications from post-mortem paediatric imaging.,quality audit of post-mortem MRI protocol adherence and diagnostic image quality,,
31181246,2019,Automatic brain tissue segmentation in fetal MRI using convolutional neural networks.,"volumetric and morphologic assessment of the fetal brain, which requires tissue-level segmentation",Fetal assessment / prenatal,
31227881,2019,Estimation of the radiation dose in pregnancy: an automated patient-specific model using convolutional neural networks.,estimating fetal (conceptus) radiation dose during maternal CT imaging via automated patient-specific organ segmentation,Fetal assessment / prenatal,
31270968,2019,Using deep-learning techniques for pulmonary-thoracic segmentations and improvement of pneumonia diagnosis in pediatric chest radiographs.,"segmenting the lungs and thorax on children's chest radiographs, and whether doing so improves the harder downstream call of bacterial versus viral pneumonia",Pulmonary infection,
31275101,2019,Objective and Automated Detection of Diffuse White Matter Abnormality in Preterm Infants Using Deep Convolutional Neural Networks.,identifying diffuse white matter abnormality on T2-weighted MRI in preterm infants,,
31338388,2019,Benchmarking Wilms' tumor in multisequence MRI data: why does current clinical practice fail? Which popular segmentation algorithms perform well?,benchmarking segmentation of Wilms' tumor from multisequence MRI for therapy and treatment planning,,
31360710,2019,Automated Ventricular System Segmentation in Paediatric Patients Treated for Hydrocephalus Using Deep Learning Methods.,"measuring cerebrospinal fluid volume on head CT during treatment of pediatric hydrocephalus, which radiologists do by manual segmentation and which is prone to bias and high intraobserver variability",Hydrocephalus,
31374449,2019,Self-supervised learning for medical image analysis using image context restoration.,"getting usable models when few images are labelled, demonstrated on fetal ultrasound scan-plane detection",Fetal assessment / prenatal,
31393626,2019,Connectomic Profiling Identifies Responders to Vagus Nerve Stimulation.,predicting vagus nerve stimulation response in children with drug-resistant epilepsy from structural and functional connectomic profiling,Brain development / cognition; Epilepsy,
31395012,2019,Computed tomography-based predictive nomogram for differentiating primary progressive pulmonary tuberculosis from community-acquired pneumonia in children.,"separating primary progressive pulmonary tuberculosis from community-acquired pneumonia in children on chest CT, a distinction that changes treatment entirely and that experienced radiologists get wrong often enough to matter",Pulmonary infection,
31400620,2019,Automated age estimation from MRI volumes of the hand.,"estimating age in children and adolescents without ionizing radiation, for both clinical and forensic use",,
31408850,2019,Automated 3D ultrasound image analysis for first trimester assessment of fetal health.,"assessing fetal health at the first trimester scan - viability, gestational age, early anomaly detection - where the fetus looks nothing like it does in the second trimester and almost no automation exists",Fetal assessment / prenatal,
31425808,2019,A multi-view pyramid network for skull stripping on neonatal T1-weighted MRI.,automatically removing skull/non-brain tissue from neonatal T1-weighted MRI to enable brain structural analysis,,
31443866,2019,TTTS-GPS: Patient-specific preoperative planning and simulation platform for twin-to-twin transfusion syndrome fetal surgery.,"planning minimally invasive fetoscopic laser surgery for twin-to-twin transfusion syndrome, a technically difficult operation with a steep learning curve where untreated cases carry 90% perinatal mortality",Fetal assessment / prenatal,
31452976,2019,Deriving external forces via convolutional neural networks for biomedical image segmentation.,"the sensitivity of gradient vector flow - the standard external force in active contour segmentation - to noise and false edges, which limits where snakes can be used",,
31491813,2019,Application of machine learning to structural connectome to predict symptom reduction in depressed adolescents with cognitive behavioral therapy (CBT).,"which depressed adolescents will improve with cognitive behavioral therapy - a first-line treatment that many do not respond to, with treatment planning currently unguided by biology",Brain development / cognition; Autism / ADHD / psychiatric,
31502902,2019,Supervised classification approach of biometric measures for automatic fetal defect screening in head ultrasound images.,"automatically screening for fetal head abnormalities (microcephaly, dolichocephaly) from ultrasound biometric measures",Fetal assessment / prenatal,
